alien_resurrection|Steve Rhodes|Internet Reviews|F|Being sometimes grotesque but never scary, the movie gives up and decides, correctly, that it can be a very funny space comedy.|2.5/4|January 1, 2000|N
alien_resurrection|Ted Prigge|rec.arts.movies.reviews|F|I's a very good film which never fails to entertain.|3/4|January 1, 2000|N
alien_resurrection|Louis B. Parks|Houston Chronicle|F|The film is a marvel, a well-photographed feast of visual imagery.|NA|January 1, 2000|Y
alien_resurrection|Michael Dequina|TheMovieReport.com|F|A welcome return to [the series'] roots as a wild, reckless thrill ride.|3/4|January 1, 2000|N
alien_resurrection|Laura Miller|Salon.com|F|Weaver obviously relishes playing this feral, sarcastic new Ripley, and her pleasure is infectious.|NA|January 1, 2000|Y
alien_resurrection|James Sanford|rec.arts.movies.reviews|F|"The eerie encounter between Ripley and her failed ""forerunners"" is one of the most chilling sequences in any of the ""Alien"" films."|NA|January 1, 2000|N
alien_resurrection|Rob Blackwelder|SPLICEDWire|R|One of those rotten sci-fi/horror movies in which nonsense abounds|1/4|January 1, 2000|N
alien_resurrection|John Hartl|Film.com|F|So campy that it almost plays like a sendup of the series. It is to 'Alien' what 'The Bride of Frankenstein' was to other 1930s Frankenstein movies, and it even shares some of the same themes.|NA|January 1, 2000|Y
alien_resurrection|Carlo Cavagna|AboutFilm.com|F|Not the best Alien film, but unquestionably the most thematically ambitious|B|January 1, 2000|N
alien_resurrection|Elspeth Haughton|Apollo Guide|R|Delicate Winona Ryder is out place with her grizzled crew.|60/100|January 1, 2000|N
alien_resurrection|Madeleine Williams|Cinematter|F|About as good a sequel as you could expect for an aging franchise.|2.5/4|January 1, 2000|N
alien_resurrection|Richard Schickel|TIME Magazine|F|Less frightening, but as much fun as ever.|NA|January 1, 2000|Y
alien_resurrection|Widgett Walls|Needcoffee.com|R|There's so much goo in the film, it looks like God sneezed on the set.|2/5|January 1, 2000|N
alien_resurrection|John Paul Powell|Jam! Movies|R|Joss Whedon's atrocious script single-handedly gives the series a frontal lobotomy.|NA|January 1, 2000|N
alien_resurrection|Marty Mapes|Movie Habit|R|The wrong script for their particular style of moviemaking.|2/4|January 1, 2000|N
alien_resurrection|Scott Renshaw|rec.arts.movies.reviews|R||5/10|January 1, 2000|N
the_lawnmower_man|David Rollison|The Spool|R|The Lawnmower Man is an ambitious not-quite failure that almost dared King to sue from moment one, but is still worth a watch if you love aged computer graphics and shlocky cheese.|NA|January 24, 2020|N
the_lawnmower_man|Tyler Smith|Battleship Pretension|R|There are plenty of eye-rolling moments in this film, and not just from the dated effects.|NA|July 26, 2019|N
the_lawnmower_man|David Nusair|Reel Film Reviews|F|It's an intriguing premise that's employed to perpetually erratic effect by director Brett Leonard...|2.5/4|June 30, 2019|N
the_lawnmower_man|Vanessa Letts|The Spectator|R|Gratuitously offensive.|NA|July 25, 2018|N
the_lawnmower_man|Dennis Schwartz|Dennis Schwartz Movie Reviews|R|Its greatest assets are its dazzling video game special effects.|C|November 1, 2017|N
the_lawnmower_man|Austin Trunick|Under the Radar|R|Nowadays, The Lawnmower Man's cyberspace looks like a budget PlayStation 2 title.|NA|October 18, 2017|N
the_lawnmower_man|Jeff Beck|The Blu Spot|R|The Lawnmower Man features an intriguing plot filled with some grand ideas, but thanks to a screenplay that throws all of that away in favor of a tonally-jarring and silly spectacle, we end up with a film whose full potential is never realized.|3/5|June 19, 2017|N
the_lawnmower_man|Steven Rea|Philadelphia Inquirer|R|The Lawnmower Man echoes Frankenstein and a zillion other noble-scientist-whose-experiment-goes-awry movies.|2/4|April 1, 2014|Y
the_lawnmower_man|Roger Hurlburt|South Florida Sun-Sentinel|F|The Lawnmower Man is a visually stunning and innovative sojourn into a world of computer science gone haywire.|NA|April 1, 2014|N
the_lawnmower_man|Stephen Hunter|Baltimore Sun|F|As a visual adventure, The Lawnmower Man is great fun.|2.5/4|April 1, 2014|N
the_lawnmower_man|Andrew Lowry|Total Film|R|The CG sequences have dated horrendously.|1/5|April 1, 2014|N
the_lawnmower_man|Jay Boyar|Orlando Sentinel|R|The Lawnmower Man has it all -- melodramatic plot, bad acting, special effects that will undoubtedly seem cheesy in about five minutes and even a concluding sequence in which the usual lofty moral is voiced.|2/5|April 1, 2014|Y
the_lawnmower_man|Peter Freedman|Radio Times|F|The once eye-popping special effects are the real attraction of this science-fiction tale.|3/5|April 1, 2014|N
the_lawnmower_man|Steve Newton|Georgia Straight|R|The blatant effort to cash in on King's name has never been so evident before, and at this rate we can surely expect the prime terror and gruesome shocks of Stephen King's Grocery List.|1/5|July 6, 2010|N
the_lawnmower_man|Variety Staff|Variety|F|Dazzling computer animation and special effects overcome The Lawnmower Man's mundane story.|NA|March 26, 2009|Y
the_lawnmower_man|Stefan Birgir Stefansson|sbs.is|R|extremely outdated|1/4|January 10, 2008|N
the_lawnmower_man|Chuck O'Leary|Fantastica Daily|R||2/5|October 10, 2005|N
the_lawnmower_man|Emanuel Levy|EmanuelLevy.Com|R||2/5|July 14, 2005|N
the_lawnmower_man|Caffeinated Clint|Moviehole|F|High-Tec, High-Tense Fun....Slickly directed, Fittingly performed|3/5|March 10, 2005|N
the_lawnmower_man|Rob Vaux|Flipside Movie Emporium|R|Notable mainly for the fact that Stephen King sued over the use of his name.|2/5|March 3, 2005|N
the_lawnmower_man|Vincent Canby|New York Times|R|The Lawnmower Man depends mostly on a lot of colorful video-game-like special effects. They are very loud but, after a while, the noise and the lights induce a torpor that is quite soothing.|NA|August 30, 2004|Y
the_lawnmower_man|Luke Y. Thompson|New Times|F|Cool effects, particularly for the time -- story could have used more logic, though.|3/5|January 8, 2004|N
the_lawnmower_man|Ryan Cracknell|Movie Views|R||1/5|January 2, 2004|N
the_lawnmower_man|Michael Drakulich|Star Newspapers (Chicago, IL)|F||3/5|November 13, 2003|N
the_lawnmower_man|Kevin N. Laforest|Montreal Film Journal|R||2/5|July 12, 2003|N
the_lawnmower_man|Widgett Walls|Needcoffee.com|R|Every once in a while an idea comes along that's so lame, it surprises even me. This...was three of those times.|2/5|May 13, 2003|N
the_lawnmower_man|Robert Roten|Laramie Movie Scope|F|This is a pretty good science fiction film, although it is a little thin on the science and strays into metaphysical fantasies.|B|March 23, 2003|N
the_lawnmower_man|Michael Szymanski|Zap2it.com|F|Pierce as a kind dad in a fun pre-pubescent tale|3/5|October 25, 2002|N
the_lawnmower_man|Philip Martin|Arkansas Democrat-Gazette|R||1/5|August 23, 2002|N
the_lawnmower_man|Jeffrey Westhoff|Northwest Herald (Crystal Lake, IL)|R||2/5|August 22, 2002|N
the_lawnmower_man|Ken Hanke|Mountain Xpress (Asheville, NC)|F|Fair thriller|3/5|July 30, 2002|N
the_lawnmower_man|James Sanford|Kalamazoo Gazette|R|begins well, then runs out of gas|2/5|July 29, 2002|N
the_lawnmower_man|Scott Weinberg|eFilmCritic.com|F||3/5|July 26, 2002|N
the_lawnmower_man|Chris Hicks|Deseret News (Salt Lake City)|F|"Most of the way, this is pretty routine, predictable stuff. But the computer-animated special effects provide an undeniable ""Wow!"" factor."|NA|January 1, 2000|N
the_lawnmower_man|Kathleen Maher|Austin Chronicle|R|The Lawnmower Man tries to hit all the points of dogma about Virtual Reality, but it's getting to be such a large text that each point only gets a mention.|2.5/5|January 1, 2000|N
the_lawnmower_man|Richard Harrington|Washington Post|R|So loosely based on a Stephen King short story as to constitute fraud, The Lawnmower Man goes right to the bottom of a growing list of failed King adaptations.|NA|January 1, 2000|Y
the_lawnmower_man|James O'Ehley|Sci-Fi Movie Page|R|Not scary and ridiculous at times, Lawnmower Man is a wasted opportunity.|NA|January 1, 2000|N
the_lawnmower_man|Mark R. Leeper|rec.arts.movies.reviews|F|If the plot is overly predictable -- and believe me, it is -- the computer graphics are spectacular.|+1 out of -4..+4|January 1, 2000|N
starman|Sergio Benítez|Espinof|F|An uncomfortable film, that dodges the happy ending and that, without a doubt, is one of the fundamental milestones in the history of science fiction cinema. [Full Review in Spanish]|NA|April 22, 2020|N
starman|Josh Larsen|LarsenOnFilm|F|...works because of the way Allen gazes at Bridges, as if his mystery is her answer.|2.5/4|January 31, 2020|N
starman|Sean Mulvihill|FanboyNation.com|F|In switching up his stylistic tendencies Carpenter is able to bring more elements of his cinematic brilliance to the forefront than might be noticed in his more sensationalist films.|4/5|February 19, 2019|N
starman|Ed Travis|Cinapse|F|He may be the Master Of Horror, but credit should be given where it is due and Carpenter proves with Starman that he's an actor's director (and a big old softie).|NA|January 16, 2019|N
starman|Matt Brunson|Film Frenzy|F|Offers little that's fresh but skates by on the strength of the lovely turns by Allen and especially Bridges.|2.5/4|December 29, 2018|N
starman|Mike McGranaghan|Aisle Seat|F|Starman truly is one of the best genre films of the 1980s, as well as one of Carpenter's best efforts.|3.5/4|December 18, 2018|N
starman|Duane Byrge|Hollywood Reporter|F|Give ample credit to director John Carpenter also for his fluid storytelling.|NA|December 17, 2018|Y
starman|Jeffrey M. Anderson|Combustible Celluloid|F|[A] surprisingly tender, funny movie from John Carpenter, a man otherwise known for his intense horror/genre flicks. It may be the best sci-fi/romance hybrid ever made.|3.5/4|April 26, 2016|N
starman|Rob Vaux|Mania.com|F|We see a sweet side to the director that never appeared anywhere else: an emotional palate that he rarely indulged in, but which he handles with surprising grace and subtlety.|A|December 16, 2014|N
starman|Randy White|Common Sense Media|F|Jeff Bridges as appealing alien; best for teens.|4/5|January 2, 2011|N
starman|James Plath|Movie Metropolis|R|Bridges' portrayal of Starman can be as hard to take as the lapses in logic.|5/10|July 29, 2009|N
starman|Variety Staff|Variety|R|There is little that is original in Starman, but at least it has chosen good models.|NA|June 6, 2007|Y
starman|Dave Kehr|Chicago Reader|R|It isn't pleasant to watch a talented filmmaker like John Carpenter willfully distort his personality to fit a commercial (read Spielbergian) profile, and only the opening suspense-horror sequences have the weight of real involvement.|NA|June 6, 2007|Y
starman|Michael Dequina|TheMovieReport.com|F||4/5|December 23, 2006|N
starman|Derek Adams|Time Out|R|The best special effects are in the first five minutes. Thereafter, it's all rather predictable.|NA|June 24, 2006|Y
starman|Susan Granger|www.susangranger.com|F||5/5|October 21, 2005|N
starman|Chuck O'Leary|Fantastica Daily|F||4/5|July 29, 2005|N
starman|Emanuel Levy|EmanuelLevy.Com|F||3/5|July 5, 2005|N
starman|Steve Crum|Kansas City Kansan|F|Early Jeff Bridges starrer is fun sci-fi.|4/5|October 30, 2004|N
starman|Roger Ebert|Chicago Sun-Times|F|Starman contains the potential to be a very silly movie, but the two actors have so much sympathy for their characters that the movie, advertised as space fiction, turns into one of 1984's more touching love stories.|3/4|October 23, 2004|Y
starman|Greg Maki|Star-Democrat (Easton, MD)|F||3/5|January 8, 2004|N
starman|Brian J. Arthurs|Beach Reporter (Southern California)|F||3/5|December 18, 2003|N
starman|Rebecca Murray|About.com|F||4/5|October 4, 2003|N
starman|Carol Cling|Las Vegas Review-Journal|F||4/5|August 22, 2003|N
starman|David Nusair|Reel Film Reviews|F|Carpenter is a master of framing for widescreen, and Starman is certainly a forum for him to show off his prowess behind the lens.|3/4|August 1, 2003|N
starman|Janet Maslin|New York Times|F|In Mr. Bridges' hands [his role] becomes the occasion for a sweetly affecting characterization -- a fine showcase for the actor's blend of grace, precision and seemingly offhanded charm.|3/5|May 20, 2003|Y
starman|Rob Blackwelder|SPLICEDWire|R||2/5|August 23, 2002|N
starman|Rob Vaux|Flipside Movie Emporium|F|As science fiction, it's decent enough, but it finds its real power as a weird, offbeat romance. Bridges has rarely been better.|4/5|August 12, 2002|N
starman|Frederic and Mary Ann Brussat|Spirituality & Practice|F|Provides an opportunity for us to look afresh at ourselves and to ponder what it means to be children of the Universe.|NA|March 4, 2002|N
starman|Christopher Null|Filmcritic.com|F|One of John Carpenter's best films.|3.5/5|November 4, 2001|N
starman|Scott Weinberg|Apollo Guide|F|Sweet, smart and wonderfully acted.|82/100|September 11, 2001|N
starman|James O'Ehley|Sci-Fi Movie Page|F|Starman is more of a love story than a sci-fi movie. Take your girlfriend.|2.5/4|January 1, 2000|N
sorry_to_bother_you|Matthew St. Clair|Cinema Sentries|F|Bizarre, razor sharp, and uncomfortably hilarious all at once, Sorry to Bother You is an unforgettable film watching experience.|NA|October 8, 2020|N
sorry_to_bother_you|Jason Fraley|WTOP (Washington, D.C.)|R|Boots Riley's wild sci-fi flick charges hard out of the gate with social commentary, but lacks the horsepower to go the distance.|2.5/4|September 3, 2020|N
sorry_to_bother_you|Kelechi Ehenulo|Confessions From A Geek Mind|F|Boots Riley celebrates the surreal and satirical absurdity of our world, and it's so fantastically unique that it's unlike any film I've seen.|5/5|August 27, 2020|N
sorry_to_bother_you|Leigh Paatsch|Herald Sun (Australia)|F|A brave and radical departure from many a filmmaking norm, highly recommended to those who appreciate chances taken and rules broken.|4/5|July 28, 2020|N
sorry_to_bother_you|Matt Cipolla|Film Monthly|F|Sorry to Bother You welcomes audiences to deconstruct its own inner-workings not just to better understand its rhetoric, but also the backhanded logic of its own reality.|4.5/5|July 25, 2020|N
sorry_to_bother_you|Prahlad Srihari|Firstpost|F|A bold indictment of capitalism, consumerism, and cultural appropriation|3.25/5|July 23, 2020|N
sorry_to_bother_you|Zehra Phelan|Flavourmag|F|Your either going to love this or hate it, there simply is no compromised middle ground with this completely unhinged, ethereal take on corporate manipulation and slavery, class prejudices and racial perceptions.|3/5|July 13, 2020|N
sorry_to_bother_you|Steven Prokopy|Third Coast Review|F|Stanfield and Thompson are the driving forces and the binding agents, and I'm not sure Sorry to Bother You works without them. Either way, it's a vision of the future worthy of your attention and expanded brain power.|NA|June 17, 2020|N
sorry_to_bother_you|Anthony Morris|ScreenHub|F|There's at least three different films smashed together here, and if taking things a little slower might have given some of the ideas room to breathe, it's this film's breathless energy that helps get the others over the line|4/5|March 3, 2020|N
sorry_to_bother_you|Jim Ross|TAKE ONE Magazine|F|Sharp, vivid, often uncomfortable, but frequently hilarious, SORRY TO BOTHER YOU is a bold and distinctive vision that is rightly nowhere near as apologetic as the title.|NA|February 13, 2020|N
sorry_to_bother_you|Chris McCoy|Memphis Flyer|F|It's probably impossible to make a film that captures 2018's insane zeitgeist, but Boots Riley has come uncomfortably close.|NA|January 17, 2020|N
sorry_to_bother_you|Lynden Barber|Limelight|F|It's not an easy watch, but it is memorable and compelling -- the rare film that comments on the peculiar details of a historical moment while we are still going through it and makes all too clear sense of it.|4.5/5|December 28, 2019|N
sorry_to_bother_you|Catherine Capellaro|Isthmus (Madison, WI)|F|You never stop rooting for Cassius, even when he's lured into making poor choices. And just when you think it can't get any weirder, it does.|NA|November 22, 2019|N
sorry_to_bother_you|Katie Smith-Wong|Flick Feast|F|Combining science-fiction, comedy and politics amid the dull world of telemarketing, Sorry to Bother You is chaotic, creative and needs to be seen to be believed.|3/5|November 8, 2019|N
sorry_to_bother_you|Leslie Combemale|Cinema Siren|F|What a treat for audiences who love to see original, fearless filmmaking.|4/5|October 17, 2019|N
sorry_to_bother_you|Hannah Giorgis|The Atlantic|F|Sorry to Bother You is as much a character-driven story about the gentrification of Oakland -- and the Bay Area writ large -- as it is an absurdist anti-capitalist fable.|NA|September 10, 2019|Y
sorry_to_bother_you|Noah Berlatsky|NBC News THINK|F|It's an unapologetically radical film - and a film that understands how the narrative structure of most Hollywood films is deliberately designed to exclude radicalism.|NA|August 29, 2019|N
sorry_to_bother_you|Karl Delossantos|Smash Cut Reviews|F|Sorry to Bother You is overwhelming, mesmerizing, confusing, terrifying, and perhaps, almost too smart for its own good.|3.5/5|August 2, 2019|N
sorry_to_bother_you|Matt Brunson|Film Frenzy|F|An outrageous and uncompromising assault on capitalism, consumerism, racism and other unpleasant -isms that have come to define these United States of America.|3/4|July 18, 2019|N
sorry_to_bother_you|Allison Rose|FlickDirect|F|Sorry to Bother You is a worthwhile film with something to say and I'm sure it is being dissected and digested by film students in classrooms across the country.|4/5|July 12, 2019|N
sorry_to_bother_you|Ryan Syrek|The Reader (Omaha, NE)|F|Watching Sorry to Bother You is something like going to church and laughing as you realize how damned we all are.|A|June 18, 2019|N
sorry_to_bother_you|Luke Channell|HeyUGuys|F|Unhinged and ambitious, Sorry to Bother You is a future cult classic, and establishes Riley as a filmmaker to watch.|4/5|June 5, 2019|N
sorry_to_bother_you|Richard Bonaduce|Salt Lake Magazine|F|Sorry it isn't as good as you've heard.|C|May 26, 2019|N
sorry_to_bother_you|Deirdre Molumby|entertainment.ie|F|Sorry to Bother You is unique, insane, and a riot from start to finish.|4.5/5|May 6, 2019|N
sorry_to_bother_you|Cate Marquis|We Are Movie Geeks|F|Sorry to Bother You is not perfect but it is pretty darn good, a brilliantly ambitious social satire that has the courage to say things about this society that need saying.|4.5/5|April 23, 2019|N
sorry_to_bother_you|Richard Trenholm|CNET|F|This wildly ambitious and outrageous satire really needs to be seen to be believed.|NA|April 16, 2019|N
sorry_to_bother_you|Phil Guie|Film-Forward.com|F|Though occasionally uneven, Riley's first directorial boasts effective world-building.|3/5|March 25, 2019|N
sorry_to_bother_you|Danielle Burgos|Screen Slate|F|It's a blatantly handcrafted film that's overall obvious and muddles its message ... but skates by on its unique charm and earnest message (ultimately a more militant one, amen).|NA|March 5, 2019|N
sorry_to_bother_you|Amie Simon|Three Imaginary Girls|F|That's the brilliant thing about Sorry to Bother You: it's a multi-layered statement about our current social & political climate - and it's also really, really, REALLY funny.|NA|March 2, 2019|N
sorry_to_bother_you|Jennifer Heaton|Alternative Lens|F|Sorry to Bother You mixes biting socio-political satire and excellent performances from a varied cast with outlandish imagery and imaginative direction.|8.5/10|February 16, 2019|N
sorry_to_bother_you|Phil W. Bayles|One Room With A View|F|An insane piece of social satire for an era that's losing its mind in real time, and it's one of the best films of 2018.|5/5|February 7, 2019|N
sorry_to_bother_you|Allen Adams|The Maine Edge|F|It's smart and weird, a philosophical car crash of a modern-day fable filled with thoughtful ideas and dark jokes and magical realism - the kind of movie that dares you to categorize it because it knows you can't.|5/5|February 6, 2019|N
sorry_to_bother_you|Jourdain Searles|Bitch Media|F|A hilarious, intelligent, and socially relevant satire of American business and capitalism, and hands-down one of the best films of 2018.|NA|February 5, 2019|N
sorry_to_bother_you|Jazmine Joyner|okayplayer|F|Sorry To Bother You is not just a film about code-switching and upward mobility in a corporate structure. It is a film that comments on the dangers of capitalism and how one could lose themselves trying to keep up with the Joneses.|NA|February 1, 2019|N
sorry_to_bother_you|Filipe Freitas|Always Good Movies|F|Even if the deadpan humor doesn't always triumph, there is some mordant social commentary expressed with a satirical posture, which sort of replaces it.|3/5|January 29, 2019|N
sorry_to_bother_you|Sarah Ward|Concrete Playground|F|Refuses to be shrugged off, ignored or overlooked.|NA|January 28, 2019|N
sorry_to_bother_you|Fiona Underhill|JumpCut Online|F|One of the best debut feature films from a first time writer-director you will ever see.|5/5|January 22, 2019|N
sorry_to_bother_you|Rachel Wagner|rachelsreviews.net|R|You can have interesting ideas and creative storytelling methods but if it is presented in a maddening, chaotic way than we leave feeling frustrated more than inspired.|4/10|January 19, 2019|N
sorry_to_bother_you|Robert Roten|Laramie Movie Scope|F|The acting is effective and the story moves right along. Director and writer Boots Riley has produced a wonderful screenplay and an extremely impressive debut film.|B|January 10, 2019|N
sorry_to_bother_you|John Beifuss|Commercial Appeal (Memphis, TN)|F|Like Sergio Aragones scrawling cartoons in the margins of Mad magazine, Riley fills the frame with more jokes and ideas than can be apprehended in one viewing; the result is a film that teems with and celebrates life, even in the context of a dystopia.|4/4|January 7, 2019|N
sorry_to_bother_you|John Lui|The Straits Times (Singapore)|F|This comedic dig at capitalism and broken race relations mixes the sweet with the sour, the silly with the serious.|4/5|January 4, 2019|N
sorry_to_bother_you|Rick Levin|Eugene Weekly (OR)|F|Anchored by his working-class angst, Riley takes broad aim at the slippery target of 21st-century capitalism, that hydra-headed dynamo with its endless powers of absorbing dissent and selling it back to the disaffected masses as neutered heroism.|NA|December 28, 2018|N
sorry_to_bother_you|Tomas Trussow|The Lonely Film Critic|F|The African-American perspective that runs so powerfully through this work is the essential component that gives it its battle cry. Norma Rae gets its shoutout, but that was then. Sorry to Bother You and the saga of Cassius Green is our now.|3/5|December 22, 2018|N
sorry_to_bother_you|Louisa Moore|Screen Zealots|F|This outrageous film is a frenzy of social satire that's as disheveled as it is provocative, and it's a strong, audacious effort from a fresh and progressive new voice in cinema.|4/5|December 22, 2018|N
sorry_to_bother_you|Stephen Rebello|Playboy Online|F|Wildly visually explosive and supremely confident...|NA|December 21, 2018|N
sorry_to_bother_you|Simon Childs|New Statesman|F|While Sorry to Bother You is off-the-wall and hilariously bizarre, its message is firmly grounded in the recognisable injustice of a system whose decadence is seeing it teetering on the edge of collapse.|NA|December 20, 2018|N
sorry_to_bother_you|Asia Frey|Lagniappe (Mobile, AL)|F|The delightful and assured cast lead the story with complete control through its craziest moments, and this dystopian madness is utterly believable in their capable hands.|NA|December 20, 2018|N
sorry_to_bother_you|Marlow Stern|The Daily Beast|F|While it's very much a first film, replete with narrative digressions and some big swings that don't quite land, it's bursting at the seams with creativity, big ideas and several standout turns.|NA|December 18, 2018|N
sorry_to_bother_you|James Kendrick|Q Network Film Desk|F|a deliriously entertaining and viciously bizarre satire of the logical ends of capitalism, corporate culture, race relations, and ethics-free technological and biological advancement|3.5/4|December 16, 2018|N
sorry_to_bother_you|Stephen Romei|The Australian|F|This movie, the directorial debut of rapper and activist Boots Riley, explores the racial, class and financial gulfs of human society. It does so in a way that is bizarrely funny and awkwardly confronting.|3.5/5|December 14, 2018|N
sorry_to_bother_you|Christopher Machell|The Skinny|F|Riley builds on the history of satirical cinema to tell a sharply contemporary fable that critiques the related inequities of race, class and unionised labour.|5/5|December 12, 2018|N
sorry_to_bother_you|Tom Shone|Sunday Times (UK)|F|It's almost too much, like sitting in a Marxist theory class after a night of hallucinogens, but Riley's wide-awake writing slots everything together around a beautifully twitchy performance from Stanfield.|3/5|December 11, 2018|N
sorry_to_bother_you|Matthew Bond|The Mail on Sunday (UK)|F|Boots Riley...delivers a social comedy that is satirical, surreal and, thankfully, at times very funny indeed.|4/5|December 10, 2018|N
sorry_to_bother_you|Hilary A White|Sunday Independent (Ireland)|F|Visually and tonally, Sorry To Bother You is a one-off, and hopefully heralds the arrival of an unorthodox new talent. The relentless fizz of absurdism might be too much for some palates, however.|4/5|December 10, 2018|N
sorry_to_bother_you|Alexa Dalby|Dog and Wolf|F|It's broad, brash, in your face, inventively shot and, at times, laugh-out-loud funny yet it also becomes a mind-bogglingly extreme Swiftian satire that predicts the Houyhnhnms that our harsh times will create.|3/5|December 10, 2018|N
sorry_to_bother_you|Alison Rowat|The Herald (Scotland)|R|Riley, here making his feature debut as a writer-director, has some clever ideas, but as satire Sorry to Bother You is too obvious to succeed.|2/5|December 10, 2018|N
sorry_to_bother_you|Mark Kermode|Observer (UK)|F|Pinballing frenetically between amusement, absurdity and anger, this is an unruly piece which takes pointed pot-shots at coercive capitalism before galloping toward an impressively unhinged third act.|4/5|December 9, 2018|N
sorry_to_bother_you|Ross Miller|The National (Scotland)|F|Its swagger and sheer brazen weirdness is to be admired, commended and revelled in because we just don't get films like this very often.|3/5|December 9, 2018|N
sorry_to_bother_you|John Byrne|RTÉ (Ireland)|F|This is the kind of film that gives me hope for the human race.|4/5|December 7, 2018|N
sorry_to_bother_you|Brian Viner|Daily Mail (UK)|F|It starts promisingly and becomes wackily incoherent, but the very least you can say about it is that it's not short of ideas.|3/5|December 7, 2018|N
sorry_to_bother_you|Tim Robey|Daily Telegraph (UK)|F|While it's inevitably disappointing to watch this hot mess fly off the handle the way it does, the movie's ideas have an odd way of sticking even when the delivery method stalls.|3/5|December 7, 2018|Y
sorry_to_bother_you|Alistair Harkness|Scotsman|F|It's... a mark of Riley's sheer narrative chutzpah that the film never feels didactic as it crams a semester's worth of radical politics into its swift 100-minute running time.|5/5|December 7, 2018|N
sorry_to_bother_you|Ben Rolph|Ben Film Talk|R|It is an honourable mess.|3/5|December 7, 2018|N
sorry_to_bother_you|Andrew Wyatt|The Lens|F|A magnificently whack, utterly unclassifiable shot across the bow of both indie cinema and the crapsack world that is America in 2018.|B|December 7, 2018|N
sorry_to_bother_you|Chris Wasser|The Herald (Ireland)|R|What we're left with is a bizarre, angry and surprisingly disorganised film that prioritises themes over storytelling. Pity.|NA|December 7, 2018|N
sorry_to_bother_you|Tara Brady|Irish Times|F|Busy, boundless and brilliantly bonkers, this is the madcap Marxist adventure comedy you need to see right now.|5/5|December 7, 2018|N
sorry_to_bother_you|Di Golding|Dear Cast and Crew|F|Sorry to Bother You is unapologetically of the moment, and yet is a madcap, gonzo masterpiece that we will still be talking about in twenty-plus years.|4.5/5|December 7, 2018|N
sorry_to_bother_you|Kevin Maher|Times (UK)|F|Riley never once loses control. He sticks to the script. And the result is a triumph.|5/5|December 7, 2018|Y
sorry_to_bother_you|Adam Nayman|Sight and Sound|F|This palpably handmade movie doesn't reach out, and nor does it engage in chin stroking: instead, it extends a middle finger.|NA|December 7, 2018|N
sorry_to_bother_you|Paul Whitington|Irish Independent|F|A film full of cleverness and good ideas.|3/5|December 6, 2018|N
sorry_to_bother_you|Peter Bradshaw|Guardian|F|Stanfield has a heroic lightness and calm.|4/5|December 6, 2018|Y
sorry_to_bother_you|Wenlei Ma|News.com.au|F|Sorry to Bother You is a wake-up call to the uncomfortable truth that the world we already live in may be the real dystopia. A little movie with a mighty punch.|4/5|December 6, 2018|N
sorry_to_bother_you|Danielle Del Plato|Floated Alternative Culture Magazine|F|A tiny crazy time capsule of everything wrong with our current society.|7/10|December 6, 2018|N
sorry_to_bother_you|Nigel Andrews|Financial Times|R|By the time the scream-gasp-and-giggle sci-fi climax arrives, we've lost interest in what happens to this hero or to this smug, undercranked movie.|2/5|December 5, 2018|Y
sorry_to_bother_you|Rich Cline|Shadows on the Wall|F|Movies this original don't come along very often, especially ones that are this good at pushing buttons.|3/5|December 5, 2018|N
sorry_to_bother_you|Larushka Ivan-Zadeh|Metro (UK)|F|Stanfield effortlessly negotiates the crazy tone, engaging you so fully you want to marry him. It's a match made in movie heaven and this is one of the standout films of the year.|5/5|December 5, 2018|N
sorry_to_bother_you|Allan Hunter|The List|F|The mixture of social commentary, quasi science fiction and farce makes it hard to categorise. It also bites off way more than it can chew, but is so full of attitude and anarchy that resistance seems futile.|3/5|December 3, 2018|N
sorry_to_bother_you|Alex Godfrey|Empire Magazine|F|No fence-sitting here, Sorry To Bother You wallops its targets. Drenched in self-awareness, it is fantastically refreshing, defiantly announcing Riley as a radical new voice.|4/5|December 3, 2018|N
sorry_to_bother_you|Dominic Corry|New Zealand Herald|F|With this startling and hilarious film, rapper-turned-film-maker Boots Riley brings back a kind of satirical edge that has been sorely missing from American cinema.|4/5|November 30, 2018|N
sorry_to_bother_you|Graeme Tuckett|Stuff.co.nz|F|One-part dystopian satire, one-part Faustian-morality tale, but mostly a hard-edged comedy/horror set in a world so absurd, it might just be the truth. Hugely recommended.|5/5|November 29, 2018|N
sorry_to_bother_you|CJ Johnson|Film Mafia|F|Riley's trippy, frequently hilarious and extremely original Oakland-set fantasia is an urgent, cohesive and accessible statement on race in America masquerading as the best episode of The Twilight Zone you've never seen.|3.5/5|November 29, 2018|N
sorry_to_bother_you|Simon Miraudo|Student Edge|F|Sorry to Bother You, the directorial debut of musician Boots Riley, is a black comedy that's no joke, a fantasy about a future dystopia that's too real, and a satire so ferocious it'll leave visible bite marks on your person.|4.5/5|November 29, 2018|N
sorry_to_bother_you|Erick Estrada|Cinegarage|F|The film is for Boots Riley what Reservoir Dogs Was for Tarantino: a rain of references that return us to the cinema in its purest form which gives to that spectacle a depth corresponding an inspired political discourse. [Full Review in Spanish]|NA|November 29, 2018|N
sorry_to_bother_you|Tim Stevens|Comicsverse|F|SORRY TO BOTHER YOU Challenges, Unnerves, and Delivers|NA|November 27, 2018|N
